price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,medn_hshld_incm_amt,medn_incm_per_prsn_amt,dif_sqft_living,dif_sqft_lot
,,,,,,,,,,
,,,,100623.0,,,,,,78934.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-17813.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1517000.0,,,,,,,,,,
,,,,,,,,,,
,,,4570.0,,4570.0,,,,,
,,,,188760.0,,,,,,138217.0
,,,,,,,,,,
,,,,,,,,,,
,,,,218472.0,,,,,1420.0,7068.0
,,,,,,,,,,2767.0
,,,,,,,,,,2767.0
,,,,,,,,,,
,,,,,,,,,1410.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,204296.0,,,,,,50094.0
,,,,,,,,,,
,,,,52272.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1620500.0,,,,,,1720.0,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,53799.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,3.75,,,,,,,,
,,,,,,,,,,-3458.0
1850000.0,,,,,,1460.0,,,,
,,,,,,,,,,
1150000.0,,,4350.0,,,,,,,
,1.0,,,,,,,,,
,,,,,,,,,,
,,,,34290.0,,,96028.0,,,-3829.0
1500000.0,,,4410.0,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,3049.0
,,,,,,,,,-1090.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,31850.0,,,,,,-4192.0
,,,,,,,,,,
1460000.0,,,,,,,,53799.0,,
,,,,,,,,,,
,,,,,,,,53799.0,,
,,,,,,,,,,-3000.0
,,,,25211.0,,,,,,
,,,,,,,,,1640.0,
,,,,,,,,,1230.0,3389.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,159865.0,,,,,,121543.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,29224.0,3760.0,,,,,9308.0
,,,,,,,96028.0,,,
,,,,,,,,,,
,,,,111514.0,,,,,1440.0,-106286.0
,,,,,,,,,,
,,,,,,,,,-1670.0,6869.0
,,,,,,,,,,
,,,,86636.0,,,96028.0,,,-20521.0
,,,,,,,,,,
,,,,,,,,,,-2600.0
,,,,36218.0,,,,,,4425.0
,,,,34680.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,4972.0
,,,,22651.0,,1590.0,,,1170.0,17151.0
,,,,,,,,,,
,,,,,,,96028.0,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,292288.0,,,,,,268490.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1110.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,-1920.0,-9440.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1697000.0,,,,,,,,,,
,,,,,,,,,,
1795000.0,,,,,4060.0,,,53799.0,,
,,,,,,,,,,
,,,4430.0,74358.0,4430.0,,96028.0,,,-6517.0
,1.0,0.0,,24501.0,,,,,,
,,,,,,,,,,-2100.0
,,,,25150.0,,1670.0,,,,5546.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1230.0,
,,,,,,,,,,6601.0
,,,,,,,,,,
,,,,132858.0,,,,,,55322.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1360.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-2797.0
,,,,,,,,,,
1525000.0,,4.25,4720.0,21000.0,4720.0,,,,1710.0,
,,,,217800.0,3810.0,,,,1230.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-2372.0
,,,,,,,,,,
,,,,,,,,,,
1727000.0,,,,,,,,,,
,,,,48257.0,,,,,,2955.0
,,,,,,,,,,
,,,,,,,,,,-2926.0
,,,,,,,,,,
,,,,,,,,,-1480.0,3651.0
,,,,,,,,,,
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,29347.0,,,,,,21596.0
,,,,,,,,,,
,,,,,,,,,,2602.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
3418800.0,,5.0,5450.0,20412.0,5450.0,,132665.0,81926.0,2290.0,2587.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,96028.0,,,
,,,,,,,,,,
1200000.0,,,,,,,,,,
,1.0,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6.0,,,,,,,,,3142.0
,,,,,,,,,,
,,,,,,,,,,-2504.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,-1220.0,
,,,,,,,,,,
,,,,,3780.0,,,,,
,,,,,,,,,,
,,,,39848.0,,,,,,
,,,,60720.0,,,,,,50378.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1570.0,
,,,,28750.0,,,,,,4877.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,53799.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,35074.0,,,,,,
,,,,45738.0,,,,,,21738.0
,,,,69260.0,,,,,,
1195000.0,,,,,,,,53799.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,28600.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,85728.0,3840.0,,,,1410.0,43085.0
,,,,,,,,,,
,,,,,,,,,,
,,,,20301.0,,,,,,-3349.0
,,,,37843.0,,,,,,-4279.0
1476000.0,,,4470.0,22518.0,,,,,1540.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-3908.0
,,,,,,,,53799.0,,-5300.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,5901.0
,,,,,,,,,,
,,,,,,,,,,-4356.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1564350.0,,3.75,,,,,,53799.0,,
,,,,,,,,,,2665.0
,,,,,,,,,,
,,4.0,,31796.0,4160.0,,96028.0,,,-4396.0
,,,,,,,,,2150.0,
,,,,25500.0,,,,,,15481.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2725000.0,,4.25,6410.0,43838.0,5610.0,,,,4140.0,37208.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,169448.0,,,,,,163389.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,3000.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,1500.0,,,,9500.0
,,,,43560.0,,,,,,31685.0
,,,,,,,,,,
,,,,,,,,,,-10793.0
,,,,,,,,,,
,,,,,,,,,,
,,,,34991.0,,,,,,15476.0
,,,,219106.0,,,,,,95396.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,-1070.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1325000.0,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,,,,,-3065.0
,,,,,,,,,2350.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,53143.0,,,,,,-3485.0
,,,,,,1530.0,,,,
,,,,,,,,,,-3154.0
,,,,19843.0,,,,,,6343.0
,,,,,,,,,,
,,,,,,,,,,-7707.0
,,,,,,,,,,
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,53799.0,,
,,,,,,,,,,
,,,,40386.0,,,,,,5586.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,21096.0,,,,,,7261.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,32234.0,,,,,,22109.0
2385000.0,,4.0,6330.0,,4900.0,1430.0,,,4130.0,4100.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2196000.0,,,4250.0,,,,,53799.0,,3463.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,36601.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1640.0,
,,,,,,,,,,
,,,,,,,,,,-4065.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-3268.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,96028.0,,,
,,,,,,,,,,
,,,,22547.0,,,,53799.0,,4738.0
,,,,,,1500.0,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,4014.0
,6.0,4.0,,,,,,,2170.0,
,,,,,,,,,,
1280000.0,9.0,4.5,,,,,,,1140.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,96028.0,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,1.0,,,,,,,,,
,,,,,,,,,,
,,,,61419.0,,,,,-2250.0,52890.0
,,,,,,,,,,-9762.0
,,,4290.0,175421.0,4290.0,,,,,112259.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,3540.0
,,,,167706.0,,,,,,-45738.0
,,,,,,,,,,
,,,,,,,,,,
1150000.0,,,,48743.0,3830.0,,,,,40444.0
,,,,,,,,,,-8253.0
,,,,,,,,,,
,,,,,,,,,,3388.0
,,,,48292.0,,,,,,-31909.0
,,,,36116.0,,,,,,
,,,,,,,,,,
,1.0,,,64469.0,,,,,,16117.0
,,,,,,,,,,-2484.0
,,,,,,,,,,
,,,,,,,,,,
1240000.0,,,,,,,,,,2500.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,19602.0,,,,,,10829.0
,,,,,,,,,,
,,,,,,,,,,
,1.0,,,,,,,,,
1445000.0,,,,,,,,,1530.0,
,,,,,,,,,,
,,,,,,,,,,2689.0
,,,,,,,,,,
,,,,,,,,,,
,,,,19439.0,,,,,1170.0,
,,,,,,,,,,
,,,,241200.0,,,,,,68267.0
,,,,,,,,,,
,,,,,,,,,1990.0,
,,,,,,,,,,
,,,,,,,,,,2480.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,4149.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,2970.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,75794.0,,,,,,57881.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,96028.0,,,
,,,,,,1530.0,,,1210.0,
,6.0,,,20000.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,2770.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,21000.0,,,,,,8520.0
,,,,35218.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,190357.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-2183.0
,,,,,,,,,,5630.0
,8.0,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,2353.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,21138.0,,,,,,8938.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,3089.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2400000.0,,,5860.0,,,2170.0,,52787.0,1710.0,
,,,,35008.0,,,,,,
1695000.0,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,60392.0,,,,,1350.0,-3641.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1320.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,215186.0,,,,,1660.0,73181.0
,,,,,,,,,,4699.0
,,,,,,,,,,
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2200000.0,,4.75,5990.0,,4050.0,1940.0,,,2660.0,-4360.0
,,,,59242.0,,,,,,19842.0
,,,4260.0,,4260.0,,,,,
,,,,,,,,,,3000.0
,,,,,,,96028.0,,,
,,,,,,,,,,-3382.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,-1590.0,
,,,,191228.0,,,,,,104108.0
,,,,,,,,,,
,,,,24969.0,,,,,,9369.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,3123.0
,,,,,,,,,,3001.0
,,,,,,,,,,
,,,,,,,,,,
,,,,30144.0,,,,,,20004.0
,,,,,,,,,,
,,,,,,,,,,-2534.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,3102.0
,,,,,,,,,1560.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6.0,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1202500.0,,,,28718.0,,,,,,-6303.0
,,,,,,,,,,
,,,4360.0,210254.0,,2040.0,,,1950.0,123134.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-3920.0
,,,,,,,,,,
,,,,,,,,,,
1450000.0,,,,,,1800.0,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6.0,,,,,,,,,
,,,,,,,,,,-3000.0
,,,,35438.0,,,,,,-16398.0
,,,,,,,,,,-2221.0
,,,,,,,,53799.0,,-4938.0
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,,,,,-5392.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,30083.0,,,,,,18456.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,22486.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,8290.0
,,,,,,,,,,
,,,,,,,,,-1080.0,
,,,,,,,,,,
,,,,,,,,,,
1965220.0,,,4370.0,,,,,,1410.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,4680.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-2561.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1450000.0,,,,,,,,,,
,,,,33888.0,,,,,,14688.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,39446.0,,,,,,27403.0
,,,,,,,,,,
,,,,,,,,,,
,,4.0,,,,,,,1420.0,
,,4.0,,,,,,,1420.0,
,,,,,,,,,,4997.0
,,,,,,,,,,
,,,,,,,,,,
,,4.0,,,,,,,,
,6.0,,,20620.0,,,,,-1020.0,10540.0
,,,,,,,,,,8000.0
,,,,37500.0,,,,,,31500.0
,,,,,,,,,,-2634.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,52787.0,,
,,,,,,,96028.0,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,25641.0,,,,,,
,,4.5,4440.0,,4440.0,,,,1720.0,
1436000.0,,,4970.0,,3930.0,,,,1390.0,3247.0
,,,,,,,,,,
,,,4940.0,,,1490.0,,,2510.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-2164.0
,,,,,,,,,,
,,,,,,,,,,
1580000.0,,,,20031.0,,,,53799.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2903000.0,,,,91681.0,3750.0,,,,,67388.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,37642.0,,,,,,-16808.0
,,,,,,,,,,
,,3.75,,101494.0,,,96028.0,,,62858.0
,,,,,,,,,,3126.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,19193.0,,,,,,5773.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,2793.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,41022.0,,,,,1260.0,19593.0
,,,,,,,,,,
,,,,,,,,,,4336.0
,,,,,,,,,,
,,,,,,,,,,3250.0
,,,,,,,,,1350.0,3896.0
,,,,,,,,,,
,,,,21562.0,,,,,,8886.0
,,,,21562.0,,,,,,8886.0
,,,,35000.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,8000.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,56192.0,,,96028.0,,,11761.0
,,,,,,,,,,
,,,,,,,,,,-2750.0
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,1750.0,,,,4438.0
,,,,,,,,,,-2959.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,203860.0,,,,,1270.0,59677.0
1289000.0,,,,,,,,,1270.0,
,,,,,,,,,,4557.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,34175.0,,,,,,
1153000.0,,,,,,,,,,
,,,,,,,,,,-2536.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1339000.0,,3.75,,34689.0,,,,,,6091.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,2591.0
,,,,218235.0,,,,,,
,,,,,,,,,,-2675.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,52769.0,,,,,,
,,,,87991.0,,,,,,3691.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1925000.0,,4.5,,,,,,,,
,,,,,,,,,,
1940000.0,,5.75,7220.0,223462.0,6220.0,,96028.0,,4540.0,215869.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,35255.0,,,,,,
,,,,,,,,,,
3650000.0,6.0,4.75,5480.0,19401.0,3910.0,1570.0,,,1970.0,3591.0
,,,,,,,,,,
,,,,,,,,,,
,,,,34527.0,,,,,,26594.0
1240000.0,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1339000.0,,,,,,,,,,
,,,,,,,,,,
,,,,97574.0,,,,,,70506.0
,,,,,,,,,1870.0,
,,,,,,,,,,-3310.0
,,,,,,,,,1110.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,65340.0,,,,,,5737.0
,,,,,,,,,,
,,,,208737.0,,,,,,83720.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,3991.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,3.75,,,,,,,1880.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,38258.0,,,,,,21145.0
,,,,,,,,,,
1350000.0,,,,,,,,53799.0,,4549.0
,,,,,,,,52787.0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,42800.0,,,,,,31550.0
,,,,,,,,,,
,,,,,,,,,,-2955.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1337500.0,,,,21074.0,,,,,,
,1.0,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,96028.0,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1390.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,2440.0,
,,,,,,,,,,
,,,,,,,,,,3049.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1349000.0,,,4740.0,,,,,,,
,,,,40887.0,,,,,,5187.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,2500.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,1420.0,,,,
1250000.0,,,,217800.0,,,96028.0,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-5008.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,47502.0,,,,,,12392.0
,,,,41984.0,,,,,,4666.0
,,,,19876.0,,,,,,8377.0
,,,,,,,,,,
,,,,,,,,,,-3540.0
,,,,,,,,,,
,,,,20012.0,,,,,,
,,,,,,1460.0,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,4386.0,,,2030.0,,,1326.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,2353.0
,,,,,,,,,2220.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,45738.0,,,,,,7182.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,5440.0,239580.0,,2720.0,,,3470.0,199188.0
,,,,,,,,,,
,,,,28000.0,,,,,,-13817.0
,,,,28000.0,,,,,,-13817.0
,6.0,,,28535.0,,,,,1680.0,20285.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-3809.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,27820.0,,,,,,7820.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-12197.0
,,,,,,,,,,
,,,,,,,,,1330.0,-13169.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,32757.0,,,,,,-2434.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,1720.0,,,1340.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-4500.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-8359.0
,,,,,,,,,1450.0,
,,,,,,,,,,-2160.0
1515000.0,,4.0,4500.0,,4500.0,,,,,
,,4.0,,,,,,,1490.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,19800.0,,,,,,3400.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-2340.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,28046.0,,,,,,
1998000.0,,,,920423.0,3900.0,,,,1180.0,508461.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1250.0,
,,,,,,,,,,-3255.0
,,,,34947.0,,,,,,-4692.0
,,,,,,,,,,2420.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2650000.0,,,4700.0,,,,,,1490.0,
,,,,,,,,,,5715.0
,,,,,,,,,,
,,,,,,,,,,2660.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,35009.0,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,-2875.0
,,,,,,,,,,
,,,,26036.0,,,,,,4145.0
,,,,35271.0,,,,,,
,,,,,,,,,,
,,,,32109.0,,,,,,-3072.0
